code,,level,category,state,ppd,address,postcode,city,longitude,latitude
YBB9205,SEKOLAH KEBANGSAAN SANGAN IBAN,Rendah,SK,SARAWAK,PPD TATAU/SEBAUH,"D/A PEJABAT PENDIDIKAN DAERAH TATAU, JALAN KAMPUNG DAGANG",97200,"TATAU, BINTULU",112.976233,2.765150
YBB9206,SEKOLAH KEBANGSAAN KUALA ANNAU,Rendah,SK,SARAWAK,PPD TATAU/SEBAUH,"KUALA ANNAU, SUNGAI ANAP",97200,TATAU,112.829483,2.934900
YBB9207,SEKOLAH KEBANGSAAN KUALA MUPUT,Rendah,SK,SARAWAK,PPD TATAU/SEBAUH,"D/A PEJABAT PENDIDIKAN DAERAH TATAU, JALAN KAMPUNG DAGANG",97000,"TATAU, BINTULU",112.970400,2.620800
YBB9208,SEKOLAH KEBANGSAAN SG SETIAM,Rendah,SK,SARAWAK,PPD BINTULU,"D/A PEJABAT PENDIDIKAN DAERAH BINTULU, KM. 5, JALAN SULTAN ISKANDAR",97000,BINTULU,112.925283,3.104483
YBB9209,SEKOLAH KEBANGSAAN SG. BAGIAN,Rendah,SK,SARAWAK,PPD TATAU/SEBAUH,"D/A PEJABAT PENDIDIKAN DAERAH TATAU, JALAN KAMPUNG DAGANG",97200,"TATAU, BINTULU",112.941017,2.848117
YBB9210,SEKOLAH KEBANGSAAN NG TAU,Rendah,SK,SARAWAK,PPD TATAU/SEBAUH,"D/A PEJABAT PENDIDIKAN DAERAH TATAU, JALAN KAMPUNG DAGANG",97200,"TATAU, BINTULU",113.033467,2.544533
YBB9211,SEKOLAH KEBANGSAAN SG. SETULAN,Rendah,SK,SARAWAK,PPD BINTULU,"D/A PEJABAT PENDIDIKAN DAERAH BINTULU, KM. 5, JALAN SULTAN ISKANDAR",97000,BINTULU,112.865967,3.095050
YBC1201,SEKOLAH JENIS KEBANGSAAN (CINA) SG APONG,Rendah,SJKC,SARAWAK,PPD KUCHING,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,110.382700,1.544400
YBC1202,SEKOLAH JENIS KEBANGSAAN (CINA) BINTAWA,Rendah,SJKC,SARAWAK,PPD KUCHING,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,110.382717,1.570367
YBC1302,SEKOLAH JENIS KEBANGSAAN (CINA) STAMPIN,Rendah,SJKC,SARAWAK,PPD KUCHING,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,110.353033,1.512900
YBC1303,SEKOLAH JENIS KEBANGSAAN (CINA) SG TENGAH,Rendah,SJKC,SARAWAK,PPD PADAWAN,"KOLONG 8, JALAN SG TENGAH",93050,KUCHING,110.337056,1.490754
YBC1304,SEKOLAH JENIS KEBANGSAAN (CINA) BERATOK,Rendah,SJKC,SARAWAK,PPD SERIAN,"BATU21, JALAN KUCHING/SERIAN",94200,KUCHING,110.407730,1.311859
YBC1305,SEKOLAH JENIS KEBANGSAAN (CINA) TAPAH,Rendah,SJKC,SARAWAK,PPD SERIAN,"BT 23 1/2, JALAN KUCHING/SERIAN",94200,KUCHING,110.412415,1.296596
YBC3101,SEKOLAH JENIS KEBANGSAAN (CINA) TAMAN RAJANG,Rendah,SJKC,SARAWAK,PPD SIBU,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,111.837150,2.308850
YBC3201,SEKOLAH JENIS KEBANGSAAN (CINA) SANG MING,Rendah,SJKC,SARAWAK,PPD SIBU,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,112.000000,2.286003
YBC4101,SEKOLAH JENIS KEBANGSAAN (CINA) NORTH,Rendah,SJKC,SARAWAK,PPD MIRI,"D/A PEJABAT PENDIDIKAN DAERAH MIRI, TINGKAT 2, WISMA PERSEKUTUAN, JALAN KIPAS",98000,MIRI,113.992200,4.395450
YBC4103,SEKOLAH JENIS KEBANGSAAN (CINA) TUKAU,Rendah,SJKC,SARAWAK,PPD MIRI,"D/A PEJABAT PENDIDIKAN DAERAH MIRI, TINGKAT 2, WISMA PERSEKUTUAN, JALAN KIPAS",98000,MIRI,113.957967,4.302617
YBC4302,SEKOLAH JENIS KEBANGSAAN SUNGAI JAONG MARUDI,Rendah,SJKC,SARAWAK,PPD BARAM,P.O.BOX 61,98050,"MARUDI, BARAM",114.330000,4.180000
YBC4303,SEKOLAH JENIS KEBANGSAAN (CINA) HUA KWONG,Rendah,SJKC,SARAWAK,PPD MIRI,"D/A PEJABAT PENDIDIKAN DAERAH MIRI, TINGKAT 2, WISMA PERSEKUTUAN, JALAN KIPAS",98000,MIRI,114.103022,3.975533
YBC6101,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HIEN,Rendah,SJKC,SARAWAK,PPD SARIKEI,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,111.506550,2.002250
YBC6102,SEKOLAH JENIS KEBANGSAAN (CINA) TIONG HO,Rendah,SJKC,SARAWAK,PPD SARIKEI,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,111.511353,2.035322
YBC6103,SEKOLAH JENIS KEBANGSAAN (CINA) SZE LU,Rendah,SJKC,SARAWAK,PPD SARIKEI,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,111.510000,2.060000
YBC6104,SEKOLAH JENIS KEBANGSAAN (CINA) MINAR,Rendah,SJKC,SARAWAK,PPD SARIKEI,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,111.562517,2.062650
YBC6105,SEKOLAH JENIS KEBANGSAAN (CINA) NAM KIEW,Rendah,SJKC,SARAWAK,PPD SARIKEI,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,111.605283,2.035150
YBC6106,SEKOLAH JENIS KEBANGSAAN (CINA) SU LOK,Rendah,SJKC,SARAWAK,PPD SARIKEI,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,111.503700,2.098717
YBC6107,SEKOLAH JENIS KEBANGSAAN (CINA) KIEW MANG,Rendah,SJKC,SARAWAK,PPD SARIKEI,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,111.486631,2.030380
YBC6108,SEKOLAH JENIS KEBANGSAAN (CINA) HUA KEE,Rendah,SJKC,SARAWAK,PPD SARIKEI,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,111.587183,2.014033
YBC6109,SEKOLAH JENIS KEBANGSAAN (CINA) HUA NAM,Rendah,SJKC,SARAWAK,PPD SARIKEI,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,111.561851,2.110830
YBC6401,SEKOLAH KEBANGSAAN CAMPORAN,Rendah,SJKC,SARAWAK,PPD DARO,D/A PEJABAT PENDIDIKAN DAERAH DARO,96200,DARO,111.431389,2.513056
YBC8201,SEKOLAH JENIS KEBANGSAAN (CINA) SG MENYAN,Rendah,SJKC,SARAWAK,PPD SERIAN,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,110.710000,1.040000
YBC8202,SEKOLAH JENIS KEBANGSAAN (CINA) PANGKALAN BEDUP,Rendah,SJKC,SARAWAK,PPD SERIAN,"BATU 7, JALAN SERIAN/SRI AMAN",94700,SERIAN,110.352859,1.011033
YBC9101,SEKOLAH JENIS KEBANGSAAN (CINA) SEBIEW CHINESE,Rendah,SJKC,SARAWAK,PPD BINTULU,"D/A PEJABAT PENDIDIKAN DAERAH BINTULU, KM. 5, JALAN SULTAN ISKANDAR",97000,BINTULU,113.084167,3.199267
YBC9102,SEKOLAH JENIS KEBANGSAAN (CINA) KAI MING,Rendah,SJKC,SARAWAK,PPD BINTULU,"KM 12, JALAN BINTULU TATAU",97012,BINTULU,113.095423,3.168740
YBE1101,SEKOLAH KEBANGSAAN PODAM,Rendah,SK,SARAWAK,PPD BAU,D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,110.212267,1.425817
YBE1102,SEKOLAH KEBANGSAAN STASS,Rendah,SK,SARAWAK,PPD BAU,D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,109.983833,1.394017
YBE1103,SEKOLAH KEBANGSAAN SERASOT,Rendah,SK,SARAWAK,PPD BAU,D/A PEJABAT PENDIDIKAN DAERAH BAU,94000,BAU,110.047283,1.380950
YBE1202,SEKOLAH KEBANGSAAN LUMBA KUDA,Rendah,SK,SARAWAK,PPD KUCHING,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,110.361200,1.548567
YBE1203,SEKOLAH KEBANGSAAN COMBINED,Rendah,SK,SARAWAK,PPD KUCHING,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,110.323900,1.548400
YBE1301,SEKOLAH KEBANGSAAN BUNTAL,Rendah,SK,SARAWAK,PPD KUCHING,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,110.370720,1.700131
YBE1304,SEKOLAH KEBANGSAAN BAKO,Rendah,SK,SARAWAK,PPD KUCHING,JALAN BAKO,93050,KUCHING,110.426188,1.663506
YBE1308,SEKOLAH KEBANGSAAN LANDEH,Rendah,SK,SARAWAK,PPD PADAWAN,"KAMPUNG LANDEH, JALAN LANDEH, KOTA PADAWAN",93250,KUCHING,110.324490,1.421747
YBE1313,SEKOLAH KEBANGSAAN PAJAR SEJINGKAT,Rendah,SK,SARAWAK,PPD KUCHING,JALAN BAKO  PETRA JAYA,93050,KUCHING,110.436433,1.594767
YBE1321,SEKOLAH KEBANGSAAN STAPOK,Rendah,SK,SARAWAK,PPD PADAWAN,"D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR",93150,KUCHING,110.289483,1.512850
YBE1324,SEKOLAH KEBANGSAAN KPG SENARI,Rendah,SK,SARAWAK,PPD KUCHING,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,110.449783,1.621283
YBE1327,SEKOLAH KEBANGSAAN BELIONG,Rendah,SK,SARAWAK,PPD SAMARAHAN,"D/A PEJABAT PENDIDIKAN DAERAH SAMARAHAN, JALAN DATO MOHD. MUSA",94300,KOTA SAMARAHAN,110.500000,1.570000
YBE1341,SEKOLAH KEBANGSAAN BINYU,Rendah,SK,SARAWAK,PPD PADAWAN,"D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR",93150,KUCHING,110.423396,1.502961
YBE1342,SEKOLAH KEBANGSAAN JALAN HAJI BAKI,Rendah,SK,SARAWAK,PPD PADAWAN,"D/A PEJABAT PENDIDIKAN DAERAH PADAWAN, LORONG 17, OFF JALAN KAPOR, SUNGAI MAONG HILIR",93150,KUCHING,110.322717,1.474250
YBE1345,SEKOLAH KEBANGSAAN MATU BARU,Rendah,SK,SARAWAK,PPD KUCHING,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,110.377817,1.559950
YBE1401,SEKOLAH KEBANGSAAN BUMIPUTERA,Rendah,SK,SARAWAK,PPD LUNDU,D/A PEJABAT PENDIDIKAN DAERAH LUNDU,94500,LUNDU,109.853433,1.674383
YBE1402,SEKOLAH KEBANGSAAN RAMBUNGAN,Rendah,SK,SARAWAK,PPD LUNDU,D/A PEJABAT PENDIDIKAN DAERAH LUNDU,94500,LUNDU,110.117317,1.691250
YBE3101,SEKOLAH KEBANGSAAN ABANG ALI,Rendah,SK,SARAWAK,PPD SIBU,JLN KPG. BAHARU,96000,SIBU,111.819517,2.298267
YBE3102,SEKOLAH KEBANGSAAN SIBU BANDARAN NO 3,Rendah,SK,SARAWAK,PPD SIBU,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,111.824567,2.313500
YBE3201,SEKOLAH KEBANGSAAN SG MENYAN,Rendah,SK,SARAWAK,PPD SIBU,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,112.049873,2.165203
YBE3203,SEKOLAH KEBANGSAAN BATU 15,Rendah,SK,SARAWAK,PPD SIBU,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,111.990017,2.285376
YBE3205,SEKOLAH KEBANGSAAN KG SAWAI,Rendah,SK,SARAWAK,PPD DARO,D/A PEJABAT PENDIDIKAN DAERAH DARO,96200,DARO,111.710873,2.509316
YBE3401,SEKOLAH KEBANGSAAN DATUK AWANG UDIN,Rendah,SK,SARAWAK,PPD MUKAH,JALAN PAM STESEN,96400,MUKAH,112.097138,2.893592
YBE3402,SEKOLAH KEBANGSAAN KG TELLIAN,Rendah,SK,SARAWAK,PPD MUKAH,"D/A PEJABAT PENDIDIKAN DAERAH MUKAH, JALAN HAJI MOHAMAD FAUZI",96400,MUKAH,112.102421,2.876523
YBE3403,SEKOLAH KEBANGSAAN KG JEBUNGAN,Rendah,SK,SARAWAK,PPD MUKAH,KAMPUNG JEBUNGAN MUKAH,96400,MUKAH,112.138226,2.892654
YBE3404,SEKOLAH KEBANGSAAN BUKIT INKERBAI,Rendah,SK,SARAWAK,PPD MUKAH,"D/A PEJABAT PENDIDIKAN DAERAH MUKAH, JALAN HAJI MOHD. FAUZI",96400,MUKAH,112.291104,2.596399
YBE3405,SEKOLAH KEBANGSAAN KAMPUNG TEH,Rendah,SK,SARAWAK,PPD MUKAH,"D/A PEJABAT PENDIDIKAN DAERAH MUKAH, JALAN HAJI MOHAMAD FAUZI",96400,MUKAH,112.158877,2.864358
YBE3408,SEKOLAH KEBANGSAAN NANGA SELANGAU,Rendah,SK,SARAWAK,PPD SELANGAU,"D/A PEJABAT PENDIDIKAN DAERAH SELANGAU, LOT 363, BLOK 15, NEW TOWNSHIP, SELANGAU",96000,SIBU,112.325567,2.507817
YBE3409,SEKOLAH KEBANGSAAN KG SEBERANG,Rendah,SK,SARAWAK,PPD MUKAH,"D/A PEJABAT PENDIDIKAN DAERAH MUKAH, JALAN HAJI MOHAMAD FAUZI",96400,MUKAH,112.109476,2.909783
YBE3410,SEKOLAH KEBANGSAAN SG PENIPAH,Rendah,SK,SARAWAK,PPD MUKAH,"D/A PEJABAT PENDIDIKAN DAERAH MUKAH, JALAN HAJI MOHAMAD FAUZI",96400,MUKAH,112.224078,2.943786
YBE3411,SEKOLAH KEBANGSAAN PARISH,Rendah,SK,SARAWAK,PPD MUKAH,"D/A PEJABAT PENDIDIKAN DAERAH MUKAH, JALAN HAJI MOHAMAD FAUZI",96400,MUKAH,112.543082,2.928186
YBE3412,SEKOLAH KEBANGSAAN KUALA LEMAI,Rendah,SK,SARAWAK,PPD SELANGAU,"SEKOLAH KEBANGSAAN KUALA LEMAI, SUNGAI BALINGIAN, SELANGAU",96000,SIBU,112.504420,2.684531
YBE3413,SEKOLAH KEBANGSAAN IBAN UNION,Rendah,SK,SARAWAK,PPD SELANGAU,"D/A PEJABAT PENDIDIKAN DAERAH SELANGAU, LOT 363, BLOK 15, NEW TOWNSHIP, SELANGAU",96000,SIBU,112.500000,2.680000
YBE3414,SEKOLAH KEBANGSAAN ULU SG ARIP,Rendah,SK,SARAWAK,PPD SELANGAU,"D/A PEJABAT PENDIDIKAN DAERAH SELANGAU, LOT 363, BLOK 15, NEW TOWNSHIP, SELANGAU",96000,SIBU,112.706917,2.715000
YBE3415,SEKOLAH KEBANGSAAN SLDB NO. 1,Rendah,SK,SARAWAK,PPD MUKAH,"D/A PEJABAT PENDIDIKAN DAERAH MUKAH, JALAN HAJI MOHAMAD FAUZI",96400,MUKAH,112.322000,2.624455
YBE3501,SEKOLAH KEBANGSAAN DATU PENGIRAN MOHAMAD,Rendah,SK,SARAWAK,PPD DALAT,D/A PEJABAT PENDIDIKAN DAERAH DALAT,96300,DALAT,111.885383,2.863000
YBE3502,SEKOLAH KEBANGSAAN KG TANAM,Rendah,SK,SARAWAK,PPD DALAT,D/A PEJABAT PENDIDIKAN DAERAH DALAT,96300,DALAT,112.095167,2.898283
YBE3503,SEKOLAH KEBANGSAAN KG BALAN,Rendah,SK,SARAWAK,PPD DALAT,D/A PEJABAT PENDIDIKAN DAERAH DALAT,96300,DALAT,111.920000,2.800000
YBE3504,SEKOLAH KEBANGSAAN SG UD,Rendah,SK,SARAWAK,PPD DALAT,D/A PEJABAT PENDIDIKAN DAERAH DALAT,96300,DALAT,111.944100,2.745033
YBE3505,SEKOLAH KEBANGSAAN SUNGAI KUT TENGAH DALAT,Rendah,SK,SARAWAK,PPD DALAT,D/A PEJABAT PENDIDIKAN DAERAH DALAT,96300,DALAT,111.880589,2.717092
YBE3506,SEKOLAH KEBANGSAAN KG SENAU,Rendah,SK,SARAWAK,PPD DALAT,D/A PEJABAT PENDIDIKAN DAERAH DALAT,96300,DALAT,111.871934,2.864864
YBE3507,SEKOLAH KEBANGSAAN KG KLID/PLAJAU,Rendah,SK,SARAWAK,PPD DALAT,D/A PEJABAT PENDIDIKAN DAERAH DALAT,96300,DALAT,112.016667,2.666667
YBE4104,SEKOLAH KEBANGSAAN SAYED OTHMAN,Rendah,SK,SARAWAK,PPD MIRI,"D/A PEJABAT PENDIDIKAN DAERAH MIRI, TINGKAT 2, WISMA PERSEKUTUAN, JALAN KIPAS",98000,MIRI,113.990900,4.402283
YBE4105,SEKOLAH KEBANGSAAN LUTONG,Rendah,SK,SARAWAK,PPD MIRI,"D/A PEJABAT PENDIDIKAN DAERAH MIRI, TINGKAT 2, WISMA PERSEKUTUAN, JALAN KIPAS",98000,MIRI,114.004483,4.468833
YBE4107,SEKOLAH KEBANGSAAN LAMBIR VILLAGE,Rendah,SK,SARAWAK,PPD MIRI,"D/A PEJABAT PENDIDIKAN DAERAH MIRI, TINGKAT 2, WISMA PERSEKUTUAN, JALAN KIPAS",98000,MIRI,114.025000,4.302967
YBE4301,SEKOLAH KEBANGSAAN DATO SHARIF HAMID,Rendah,SK,SARAWAK,PPD BARAM,"D/A PEJABAT PENDIDIKAN DAERAH BARAM, JALAN KAMPUNG NARUM",98050,"MARUDI, BARAM",114.314834,4.177832
YBE5203,SEKOLAH KEBANGSAAN PUSAT LAWAS,Rendah,SK,SARAWAK,PPD LAWAS,"D/A PEJABAT PENDIDIKAN DAERAH LAWAS, TINGKAT BAWAH, WISMA PERSEKUTUAN",98850,LAWAS,115.400050,4.857900
YBE5210,SEKOLAH KEBANGSAAN LADANG BARU,Rendah,SK,SARAWAK,PPD LAWAS,"KAMPUNG LADANG BARU, JALAN MERAPOK",98850,LAWAS,115.421067,4.847100
YBE5212,SEKOLAH KEBANGSAAN BELIPAT,Rendah,SK,SARAWAK,PPD LAWAS,"D/A PEJABAT PENDIDIKAN DAERAH LAWAS, TINGKAT BAWAH, WISMA PERSEKUTUAN",98850,LAWAS,115.379333,4.874433
YBE6301,SEKOLAH KEBANGSAAN ABANG AMIN,Rendah,SK,SARAWAK,PPD MARADONG,"D/A PEJABAT PENDIDIKAN DAERAH MERADONG, JALAN BERJAYA",96500,BINTANGOR,111.666667,2.166667
YBE6401,SEKOLAH KEBANGSAAN SOK,Rendah,SK,SARAWAK,PPD DARO,D/A PEJABAT PENDIDIKAN DAERAH DARO,96200,DARO,111.529770,2.664302
YBE6402,SEKOLAH KEBANGSAAN KUALA MATU,Rendah,SK,SARAWAK,PPD DARO,D/A PEJABAT PENDIDIKAN DAERAH DARO,96200,DARO,111.468916,2.711623
YBE6404,SEKOLAH KEBANGSAAN ULU DARO,Rendah,SK,SARAWAK,PPD DARO,D/A PEJABAT PENDIDIKAN DAERAH DARO,96200,DARO,111.450000,2.566667
YBE6405,SEKOLAH KEBANGSAAN KG TEBAANG,Rendah,SK,SARAWAK,PPD DARO,D/A PEJABAT PENDIDIKAN DAERAH DARO,96200,DARO,111.424893,2.625690
YBE6406,SEKOLAH KEBANGSAAN NANGAR,Rendah,SK,SARAWAK,PPD DARO,D/A PEJABAT PENDIDIKAN DAERAH DARO,96200,DARO,111.460000,2.590000
YBE6407,SEKOLAH KEBANGSAAN KG BRUIT,Rendah,SK,SARAWAK,PPD DARO,D/A PEJABAT PENDIDIKAN DAERAH DARO,96200,DARO,111.380081,2.709695
YBE6408,SEKOLAH KEBANGSAAN O K SELAIR,Rendah,SK,SARAWAK,PPD DARO,D/A PEJABAT PENDIDIKAN DAERAH DARO,96200,DARO,111.540000,2.670000
YBE8107,SEKOLAH KEBANGSAAN REBAK,Rendah,SK,SARAWAK,PPD SAMARAHAN,"D/A PEJABAT PENDIDIKAN DAERAH SAMARAHAN, JALAN DATO MOHD MUSA",94300,KOTA SAMARAHAN,110.592378,1.578714
YBE8108,SEKOLAH KEBANGSAAN ASAJAYA LAUT,Rendah,SK,SARAWAK,PPD SAMARAHAN,"D/A PEJABAT PENDIDIKAN DAERAH SAMARAHAN, JALAN DATO MOHD MUSA",94300,KOTA SAMARAHAN,110.620000,1.570000
YBE8109,SEKOLAH KEBANGSAAN ASAJAYA ULU,Rendah,SK,SARAWAK,PPD SAMARAHAN,"D/A PEJABAT PENDIDIKAN DAERAH SAMARAHAN, JALAN DATO MOHD MUSA",94300,KOTA SAMARAHAN,110.610000,1.540000
YBE8201,SEKOLAH KEBANGSAAN SERIAN,Rendah,SK,SARAWAK,PPD SERIAN,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,110.579283,1.151750
YBE8303,SEKOLAH KEBANGSAAN HAJI BUJANG RANGAWAN PUTIN,Rendah,SK,SARAWAK,PPD SAMARAHAN,"D/A PEJABAT PENDIDIKAN DAERAH SAMARAHAN, JALAN DATO MOHD MUSA",94300,KOTA SAMARAHAN,110.730000,1.480000
YBE8305,SEKOLAH KEBANGSAAN JA'IE,Rendah,SK,SARAWAK,PPD SAMARAHAN,"D/A PEJABAT PENDIDIKAN DAERAH SAMARAHAN, JALAN DATO MOHD MUSA",94300,KOTA SAMARAHAN,110.730000,1.540000
YBE8307,SEKOLAH KEBANGSAAN ABANG MAN,Rendah,SK,SARAWAK,PPD SIMUNJAN,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,110.749983,1.391250
YBE8310,SEKOLAH KEBANGSAAN LUBOK PUNGGOR,Rendah,SK,SARAWAK,PPD SIMUNJAN,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,110.701750,1.339900
YBE8312,SEKOLAH KEBANGSAAN SAGENG,Rendah,SK,SARAWAK,PPD SIMUNJAN,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,110.752867,1.379017
YBE8313,SEKOLAH KEBANGSAAN PENDAM,Rendah,SK,SARAWAK,PPD SAMARAHAN,"D/A PEJABAT PENDIDIKAN DAERAH SAMARAHAN, JALAN DATO MOHD. MUSA",94600,KOTA SAMARAHAN,110.740000,1.510000
YBE9108,SEKOLAH KEBANGSAAN SG BUKIT BALAI,Rendah,SK,SARAWAK,PPD TATAU/SEBAUH,"D/A PEJABAT PENDIDIKAN DAERAH SEBAUH, KM 1, JALAN SEBAUH/BINTULU",97100,"SEBAUH, BINTULU",113.711317,3.162400
YBE9207,SEKOLAH KEBANGSAAN TATAU,Rendah,SK,SARAWAK,PPD TATAU/SEBAUH,"KM60, JALAN BINTULU-SIBU",97200,TATAU,112.850683,2.877200
YBH1202,SEKOLAH KEBANGSAAN SONG KHENG HAI,Rendah,SJKC,SARAWAK,PPD KUCHING,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,110.354633,1.555233
YBH1301,SEKOLAH KEBANGSAAN KENYALANG,Rendah,SJKC,SARAWAK,PPD KUCHING,JLN DATO BANDAR,93300,KUCHING,110.366617,1.537500
YBH3101,SEKOLAH KEBANGSAAN SIBU BANDARAN NO 2,Rendah,SJKC,SARAWAK,PPD SIBU,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,111.843950,2.274950
YBH3102,SEKOLAH KEBANGSAAN PERBANDARAN SIBU NO. 4,Rendah,SJKC,SARAWAK,PPD SIBU,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,111.839833,2.299883
YCA1201,SEKOLAH KEBANGSAAN RAKYAT,Rendah,SK,SARAWAK,PPD KUCHING,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,110.332117,1.561133
YCA1301,SEKOLAH KEBANGSAAN RAKYAT TUPONG,Rendah,SK,SARAWAK,PPD KUCHING,"KAMPUNG TUPONG TENGAH, JALAN MERDEKA",93050,KUCHING,110.332900,1.572300
YCA1303,SEKOLAH KEBANGSAAN MADRASAH DATUK HJ. ABDUL KADIR HASAN,Rendah,SR SABK,SARAWAK,PPD KUCHING,JALAN SULTAN TENGAH,93050,KUCHING,110.340000,1.620000
YCA2101,SEKOLAH KEBANGSAAN AGAMA SRI AMAN,Rendah,SR SABK,SARAWAK,PPD SRI AMAN,"D/A PEJABAT PENDIDIKAN DAERAH SRI AMAN, TINGKAT 2, WISMA PERSEKUTUAN, JALAN ABANG AING",95007,SRI AMAN,111.481950,1.210350
YCA3101,SEKOLAH KEBANGSAAN AGAMA SIBU,Rendah,SR SABK,SARAWAK,PPD SIBU,JALAN TEKU OFF JALAN DISA,96000,SIBU,111.835917,2.336983
YCA4101,SEKOLAH KEBANGSAAN AGAMA,Rendah,SR SABK,SARAWAK,PPD MIRI,"D/A PEJABAT PENDIDIKAN DAERAH MIRI, TINGKAT 2, WISMA PERSEKUTUAN, JALAN KIPAS",98000,MIRI,114.017650,4.414133
